user_id,post_id,is_click,interest_score,user_post_count,user_first_post_date,user_account_age_days,post_title,post_tags,post_creation_date,post_age_days,post_title_length,post_tag_count
128227,103518,1,0.0,0.0,0,0.0,0,[],2021-10-26 14:50:49.763000,1347.0,0.0,0.0
57328,103518,1,0.0,10.0,2019-08-02 15:07:49.457000,2163.0,0,[],2021-10-26 14:50:49.763000,1347.0,0.0,0.0
133432,103518,1,0.0,5.0,2022-04-14 19:26:49.817000,1177.0,0,[],2021-10-26 14:50:49.763000,1347.0,0.0,0.0
161301,103518,1,0.0,1.0,2024-03-06 13:36:19.713000,485.0,0,[],2021-10-26 14:50:49.763000,1347.0,0.0,0.0
123067,103518,1,0.0,1.0,2024-03-09 18:30:28.437000,482.0,0,[],2021-10-26 14:50:49.763000,1347.0,0.0,0.0
161231,93875,1,0.0,1.0,2024-03-04 04:56:19.560000,487.0,0,[],2021-05-02 17:51:29.993000,1524.0,0.0,0.0
161497,93875,1,0.0,1.0,2024-03-14 16:23:42.823000,477.0,0,[],2021-05-02 17:51:29.993000,1524.0,0.0,0.0
161881,93875,1,0.0,1.0,2024-03-29 13:15:33.150000,462.0,0,[],2021-05-02 17:51:29.993000,1524.0,0.0,0.0
161454,93875,1,0.0,1.0,2024-03-13 06:26:24.153000,478.0,0,[],2021-05-02 17:51:29.993000,1524.0,0.0,0.0
161265,93875,1,0.0,2.0,2024-03-06 17:23:01.550000,485.0,0,[],2021-05-02 17:51:29.993000,1524.0,0.0,0.0
161450,121317,1,0.0,1.0,2024-03-13 03:13:13.780000,478.0,0,[],2023-05-03 21:38:08.803000,792.0,0.0,0.0
14582,121317,1,0.0,6.0,2019-03-13 19:14:51.783000,2305.0,0,[],2023-05-03 21:38:08.803000,792.0,0.0,0.0
161392,121317,1,0.0,1.0,2024-03-10 15:48:32.413000,481.0,0,[],2023-05-03 21:38:08.803000,792.0,0.0,0.0
134529,121317,1,0.0,8.0,2022-04-13 05:28:24.270000,1178.0,0,[],2023-05-03 21:38:08.803000,792.0,0.0,0.0
161799,121317,1,0.0,1.0,2024-03-26 15:31:56.893000,465.0,0,[],2023-05-03 21:38:08.803000,792.0,0.0,0.0
145667,124526,1,0.0,3.0,2024-02-27 17:17:16.427000,493.0,0,[],2023-11-10 13:56:11.653000,602.0,0.0,0.0
106983,124526,1,0.0,2.0,2020-11-04 11:26:45.380000,1703.0,0,[],2023-11-10 13:56:11.653000,602.0,0.0,0.0
161912,124526,1,0.0,1.0,2024-03-30 23:40:05.707000,460.0,0,[],2023-11-10 13:56:11.653000,602.0,0.0,0.0
146483,124526,1,0.0,92.0,2023-02-28 09:22:45.273000,857.0,0,[],2023-11-10 13:56:11.653000,602.0,0.0,0.0
26019,124526,1,0.0,34.0,2016-11-10 14:59:31.553000,3158.0,0,[],2023-11-10 13:56:11.653000,602.0,0.0,0.0
29157,13386,1,0.0,17.0,2017-03-28 15:28:19.837000,3020.0,0,[],2016-08-12 06:57:16.147000,3248.0,0.0,0.0
161884,13386,1,0.0,1.0,2024-03-29 17:26:05.977000,462.0,0,[],2016-08-12 06:57:16.147000,3248.0,0.0,0.0
161722,13386,1,0.0,1.0,2024-03-22 21:26:32.790000,468.0,0,[],2016-08-12 06:57:16.147000,3248.0,0.0,0.0
161633,13386,1,0.0,1.0,2024-03-19 13:22:13.270000,472.0,0,[],2016-08-12 06:57:16.147000,3248.0,0.0,0.0
161853,13386,1,0.0,1.0,2024-03-28 14:07:11.837000,463.0,0,[],2016-08-12 06:57:16.147000,3248.0,0.0,0.0
52792,90994,1,0.0,1.0,2024-03-27 15:09:15.387000,464.0,How to deal with the difference in the range of Dependent variable in Train and Test data,[],2021-03-22 15:28:55.863000,1565.0,89.0,0.0
54395,90994,1,0.0,100.0,2018-06-30 14:23:10.087000,2561.0,How to deal with the difference in the range of Dependent variable in Train and Test data,[],2021-03-22 15:28:55.863000,1565.0,89.0,0.0
161641,90994,1,0.0,0.0,0,0.0,How to deal with the difference in the range of Dependent variable in Train and Test data,[],2021-03-22 15:28:55.863000,1565.0,89.0,0.0
161538,90994,1,0.0,1.0,2024-03-16 06:34:30.527000,475.0,How to deal with the difference in the range of Dependent variable in Train and Test data,[],2021-03-22 15:28:55.863000,1565.0,89.0,0.0
127049,90994,1,0.0,2.0,2024-03-19 01:48:26.663000,472.0,How to deal with the difference in the range of Dependent variable in Train and Test data,[],2021-03-22 15:28:55.863000,1565.0,89.0,0.0
161777,30360,1,0.0,1.0,2024-03-25 18:12:39.513000,466.0,0,[],2018-04-16 03:51:55.220000,2636.0,0.0,0.0
161497,30360,1,0.0,1.0,2024-03-14 16:23:42.823000,477.0,0,[],2018-04-16 03:51:55.220000,2636.0,0.0,0.0
161577,30360,1,0.0,1.0,2024-03-17 17:41:48.773000,474.0,0,[],2018-04-16 03:51:55.220000,2636.0,0.0,0.0
8878,30360,1,0.0,236.0,2015-05-11 17:01:05.930000,3707.0,0,[],2018-04-16 03:51:55.220000,2636.0,0.0,0.0
117151,30360,1,0.0,2.0,2021-05-05 09:13:40.673000,1521.0,0,[],2018-04-16 03:51:55.220000,2636.0,0.0,0.0
158221,113727,1,0.0,2.0,2023-12-19 09:41:19.927000,563.0,0,[],2022-08-21 19:41:32.930000,1048.0,0.0,0.0
149968,113727,1,0.0,37.0,2023-05-17 21:14:57.610000,778.0,0,[],2022-08-21 19:41:32.930000,1048.0,0.0,0.0
161709,113727,1,0.0,1.0,2024-03-22 11:39:41.860000,469.0,0,[],2022-08-21 19:41:32.930000,1048.0,0.0,0.0
150316,113727,1,0.0,2.0,2023-05-29 18:14:57.430000,767.0,0,[],2022-08-21 19:41:32.930000,1048.0,0.0,0.0
144291,113727,1,0.0,0.0,0,0.0,0,[],2022-08-21 19:41:32.930000,1048.0,0.0,0.0
91971,33103,1,0.0,6.0,2020-05-04 13:20:51.193000,1887.0,0,[],2018-06-13 17:55:15.953000,2578.0,0.0,0.0
161825,33103,1,0.0,1.0,2024-03-27 15:14:17.787000,464.0,0,[],2018-06-13 17:55:15.953000,2578.0,0.0,0.0
14878,33103,1,0.0,1.0,2021-11-26 23:01:10.617000,1315.0,0,[],2018-06-13 17:55:15.953000,2578.0,0.0,0.0
161844,33103,1,0.0,1.0,2024-03-28 05:18:51.940000,463.0,0,[],2018-06-13 17:55:15.953000,2578.0,0.0,0.0
53330,33103,1,0.0,1.0,2024-02-21 22:00:51.183000,498.0,0,[],2018-06-13 17:55:15.953000,2578.0,0.0,0.0
28175,53094,1,0.0,372.0,2017-03-23 06:27:43.773000,3025.0,Learning to rank: how is the label calculated?,[],2019-06-02 17:54:38.053000,2224.0,46.0,0.0
155068,53094,1,0.0,3.0,2023-10-04 22:59:01.327000,638.0,Learning to rank: how is the label calculated?,[],2019-06-02 17:54:38.053000,2224.0,46.0,0.0
161342,53094,1,0.0,1.0,2024-03-07 18:40:52.543000,484.0,Learning to rank: how is the label calculated?,[],2019-06-02 17:54:38.053000,2224.0,46.0,0.0
161913,53094,1,0.0,1.0,2024-03-31 04:36:49.843000,460.0,Learning to rank: how is the label calculated?,[],2019-06-02 17:54:38.053000,2224.0,46.0,0.0
156146,53094,1,0.0,4.0,2023-11-12 20:59:56.723000,599.0,Learning to rank: how is the label calculated?,[],2019-06-02 17:54:38.053000,2224.0,46.0,0.0
161518,23211,1,0.0,0.0,0,0.0,What is the order of elements in an image in python?,[],2017-09-21 14:45:54.727000,2843.0,52.0,0.0
161196,23211,1,0.0,4.0,2024-03-02 01:59:18.130000,489.0,What is the order of elements in an image in python?,[],2017-09-21 14:45:54.727000,2843.0,52.0,0.0
54096,23211,1,0.0,94.0,2018-06-24 11:52:38.750000,2567.0,What is the order of elements in an image in python?,[],2017-09-21 14:45:54.727000,2843.0,52.0,0.0
69478,23211,1,0.0,53.0,2020-07-24 12:33:52.650000,1806.0,What is the order of elements in an image in python?,[],2017-09-21 14:45:54.727000,2843.0,52.0,0.0
76754,23211,1,0.0,30.0,2019-11-04 14:10:09.820000,2069.0,What is the order of elements in an image in python?,[],2017-09-21 14:45:54.727000,2843.0,52.0,0.0
161232,92918,1,0.0,1.0,2024-03-04 06:35:36.290000,487.0,0,0,0,0.0,0.0,0.0
161853,92918,1,0.0,1.0,2024-03-28 14:07:11.837000,463.0,0,0,0,0.0,0.0,0.0
161635,92918,1,0.0,1.0,2024-03-19 15:04:41.513000,472.0,0,0,0,0.0,0.0,0.0
8878,92918,1,0.0,236.0,2015-05-11 17:01:05.930000,3707.0,0,0,0,0.0,0.0,0.0
161531,92918,1,0.0,1.0,2024-03-15 20:28:31.853000,475.0,0,0,0,0.0,0.0,0.0
30048,48528,1,0.0,21.0,2017-03-16 11:06:19.720000,3032.0,0,[],2019-04-03 14:34:57.730000,2284.0,0.0,0.0
161298,48528,1,0.0,1.0,2024-03-06 12:07:09.430000,485.0,0,[],2019-04-03 14:34:57.730000,2284.0,0.0,0.0
161534,48528,1,0.0,0.0,0,0.0,0,[],2019-04-03 14:34:57.730000,2284.0,0.0,0.0
68313,48528,1,0.0,36.0,2019-02-24 02:50:27.483000,2322.0,0,[],2019-04-03 14:34:57.730000,2284.0,0.0,0.0
139658,48528,1,0.0,6.0,2023-07-17 14:33:04.377000,718.0,0,[],2019-04-03 14:34:57.730000,2284.0,0.0,0.0
55122,77035,1,0.0,466.0,2019-01-17 20:26:02.717000,2359.0,0,[],2020-07-02 19:34:06.380000,1828.0,0.0,0.0
161521,77035,1,0.0,1.0,2024-03-15 13:48:05.810000,476.0,0,[],2020-07-02 19:34:06.380000,1828.0,0.0,0.0
161360,77035,1,0.0,1.0,2024-03-14 15:05:23.120000,477.0,0,[],2020-07-02 19:34:06.380000,1828.0,0.0,0.0
98765,77035,1,0.0,5.0,2020-06-08 12:01:39.327000,1852.0,0,[],2020-07-02 19:34:06.380000,1828.0,0.0,0.0
161342,77035,1,0.0,1.0,2024-03-07 18:40:52.543000,484.0,0,[],2020-07-02 19:34:06.380000,1828.0,0.0,0.0
161235,108469,1,0.0,1.0,2024-03-04 09:51:38.213000,487.0,0,[],2022-02-23 15:34:12.420000,1227.0,0.0,0.0
32169,108469,1,0.0,35.0,2017-05-22 21:00:19.033000,2964.0,0,[],2022-02-23 15:34:12.420000,1227.0,0.0,0.0
119882,108469,1,0.0,9.0,2023-05-27 18:33:42.977000,769.0,0,[],2022-02-23 15:34:12.420000,1227.0,0.0,0.0
161527,108469,1,0.0,1.0,2024-03-15 16:01:39.587000,476.0,0,[],2022-02-23 15:34:12.420000,1227.0,0.0,0.0
161864,108469,1,0.0,1.0,2024-03-28 22:52:40.330000,462.0,0,[],2022-02-23 15:34:12.420000,1227.0,0.0,0.0
161296,49131,1,0.0,1.0,2024-03-06 10:20:31.053000,485.0,0,[],2019-04-11 14:51:28.363000,2276.0,0.0,0.0
161676,49131,1,0.0,1.0,2024-03-21 11:00:57.383000,470.0,0,[],2019-04-11 14:51:28.363000,2276.0,0.0,0.0
103003,49131,1,0.0,2.0,2020-08-15 15:46:50.603000,1784.0,0,[],2019-04-11 14:51:28.363000,2276.0,0.0,0.0
161352,49131,1,0.0,1.0,2024-03-08 10:42:34.830000,483.0,0,[],2019-04-11 14:51:28.363000,2276.0,0.0,0.0
